age,gender,hand,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
20,1,1,4,1,4,3,1,3,5,1,1,4,3,2,5,4,5,5,5,5,5,5,5,5,3,5,1,5,1,4,5,5,4,1,5,2,3,5,5,5,5,5,4,4,4,1,5,1,5,1,4,5
18,1,1,4,1,5,2,4,2,5,2,4,3,3,3,4,3,2,3,3,2,3,3,2,5,2,5,2,4,1,5,4,4,2,4,4,3,3,3,3,3,2,2,3,2,4,1,3,1,3,4,4,4
56,2,1,3,4,4,2,4,3,3,4,3,3,2,2,5,1,2,2,1,2,1,5,1,5,2,4,1,4,1,4,4,5,4,5,4,2,4,4,4,1,4,4,5,1,4,1,5,2,5,3,4,5
23,2,1,1,5,1,5,1,5,1,5,1,5,5,2,5,1,1,5,4,4,4,5,1,1,1,5,1,5,5,5,5,5,5,2,5,1,5,1,3,1,1,5,5,1,5,1,5,1,5,5,5,5
16,2,1,1,1,4,4,4,1,1,5,1,5,5,3,4,3,4,1,3,1,4,1,2,5,4,4,1,3,1,5,4,2,4,2,5,2,1,1,5,3,4,3,5,3,5,2,4,1,4,5,3,4
44,2,1,4,2,4,1,5,1,4,1,5,1,2,4,2,3,2,2,1,1,1,2,2,4,1,4,2,4,1,3,2,4,4,1,4,1,3,1,5,1,4,4,4,1,4,1,5,1,4,1,5,5
17,2,1,1,1,2,3,3,1,1,3,1,4,4,3,3,1,4,4,5,5,4,5,3,3,2,3,3,5,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,5,4,4,3,3,2,3,3,4
20,2,1,2,2,3,2,3,3,3,2,3,2,2,4,3,3,1,3,3,2,3,2,4,4,2,5,3,5,3,4,4,4,3,5,4,2,4,2,4,2,4,4,5,1,4,2,5,1,4,5,4,4
49,1,1,1,4,2,4,4,4,2,4,1,2,4,4,2,2,2,2,2,2,2,4,5,2,1,4,2,5,4,4,4,4,4,4,4,2,2,2,4,1,4,3,4,2,5,2,3,2,4,3,4,4
21,1,1,5,2,4,5,5,1,5,5,4,4,2,4,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,4,5,1,2,4,5,4,5,2,2,2,2,5,4,1,5,2,2,4
1994,1,1,1,4,4,3,3,4,2,1,1,2,3,3,3,1,4,2,4,3,3,3,3,4,1,3,1,3,3,4,5,3,2,1,5,3,3,3,1,1,4,4,3,1,3,1,3,3,4,1,3,3
20,2,1,4,1,4,2,4,3,4,4,3,3,3,1,3,2,2,4,4,4,4,3,5,5,1,3,1,5,2,5,5,4,5,1,3,2,3,4,3,3,5,3,3,4,4,3,3,1,5,2,3,4
21,2,3,3,4,2,4,4,2,3,4,3,5,1,5,4,5,4,1,1,1,1,1,2,5,3,5,2,4,4,2,5,3,2,1,5,1,5,1,5,1,4,5,5,1,5,1,4,1,5,4,5,4
16,1,1,3,1,5,2,4,1,4,1,5,1,1,5,1,4,4,1,3,1,1,1,5,5,4,4,2,2,1,2,3,4,5,1,5,2,1,1,2,4,1,5,5,2,4,2,5,1,4,5,5,5
13,2,1,4,2,4,3,5,2,3,5,4,2,3,4,4,3,4,4,3,3,5,4,1,5,2,5,1,5,1,1,4,4,4,3,5,3,2,4,5,3,3,4,5,2,3,2,4,2,4,5,5,5
25,1,1,3,1,5,5,5,2,5,1,4,2,5,5,4,4,4,4,4,5,5,5,1,5,4,5,2,5,1,3,5,5,4,1,2,4,3,1,4,3,1,5,2,1,5,1,5,1,5,1,5,4
25,1,3,3,2,4,2,4,2,5,4,5,4,4,3,4,3,4,3,4,3,4,2,2,4,4,4,3,3,2,4,4,4,4,2,4,2,3,2,4,4,4,4,4,2,4,2,4,2,4,4,4,4
22,1,1,4,2,5,5,5,5,5,5,1,4,4,4,3,1,4,3,3,4,5,5,5,5,3,3,4,3,3,4,3,4,2,5,2,3,3,5,5,5,1,3,5,1,5,3,5,1,5,5,5,5
23,1,1,4,1,4,5,5,5,2,5,4,3,2,5,2,4,4,3,2,2,2,2,2,4,1,4,2,5,3,4,4,4,4,4,2,2,2,4,3,4,3,4,5,2,5,2,4,1,5,4,4,5
23,2,1,4,1,4,3,4,1,3,3,4,3,3,3,4,3,3,4,4,3,4,2,1,4,1,4,2,3,2,4,4,3,4,1,5,1,5,1,5,2,4,5,5,4,4,4,4,3,4,4,5,3
41,1,1,1,5,3,5,2,4,1,4,2,4,4,3,5,2,4,3,4,2,4,3,2,4,4,2,2,4,4,3,2,4,4,4,2,3,3,5,5,1,4,4,2,2,4,2,4,3,3,2,5,2
43,2,2,3,3,4,3,5,3,5,5,3,4,3,4,4,4,5,3,4,4,4,2,2,4,1,4,3,4,4,3,5,5,2,4,2,3,2,3,3,3,2,2,2,4,4,4,4,2,4,2,4,3
23,2,1,2,1,4,2,5,1,3,3,3,1,2,4,2,3,2,3,3,2,2,2,2,5,1,5,1,5,1,4,5,3,5,5,5,2,4,4,4,1,2,4,5,1,4,1,5,1,5,5,5,4
18,1,1,3,1,5,2,5,1,5,4,3,4,2,5,2,1,4,3,5,2,3,2,3,5,3,3,3,3,2,3,2,5,2,5,5,4,3,4,1,3,1,4,4,1,5,1,4,1,5,2,4,5
19,1,1,1,4,2,5,2,4,1,5,1,5,4,3,4,2,4,3,3,2,4,4,2,3,2,3,3,3,4,3,3,3,3,3,3,4,2,2,3,3,2,4,4,2,4,1,4,2,4,3,5,4
23,2,1,3,3,4,4,3,3,4,3,4,4,2,5,4,3,3,1,3,3,1,3,1,5,1,5,1,5,1,2,5,3,4,2,5,1,3,1,5,3,4,2,5,1,3,3,3,2,5,4,4,3
21,1,1,3,2,3,2,4,2,4,3,4,3,4,4,4,3,4,3,4,4,2,2,2,4,2,4,2,5,2,5,4,3,2,5,4,2,1,5,2,5,1,2,5,2,3,3,4,2,4,5,4,4
18,2,1,2,4,2,2,2,3,2,3,1,5,4,2,4,3,4,2,2,2,2,3,2,4,3,3,2,3,2,4,3,2,3,1,4,2,2,2,5,3,4,3,2,2,4,2,3,2,4,3,4,3
16,2,2,2,3,3,4,3,4,3,4,2,4,4,4,4,2,3,5,4,4,4,4,2,4,3,4,2,4,2,4,4,3,3,4,2,3,2,5,2,4,2,2,4,2,4,3,2,1,3,4,4,3
22,2,1,5,1,5,3,5,1,5,2,4,2,3,4,5,4,1,3,4,3,2,3,4,4,1,5,1,5,1,4,4,4,4,3,3,2,4,3,3,2,3,3,2,2,4,1,4,2,5,2,3,4
22,2,1,3,2,4,4,3,3,4,5,4,3,2,1,3,4,3,4,3,1,1,1,1,3,1,5,1,5,2,1,5,5,3,4,5,2,5,3,2,3,2,5,4,2,4,1,4,2,4,3,5,3
29,2,1,4,3,3,2,2,3,2,2,4,3,3,3,5,2,3,3,5,3,3,3,4,3,5,4,2,3,3,3,4,4,2,3,2,4,1,1,4,4,4,3,3,2,3,3,5,3,4,2,2,4
37,1,1,1,5,4,5,4,4,5,5,1,5,3,3,3,3,3,3,3,3,3,2,1,5,1,5,1,3,1,5,5,4,4,1,5,1,3,1,5,1,5,5,5,1,3,1,2,3,4,4,5,3
21,1,1,3,3,3,3,4,2,2,4,2,3,1,4,4,3,2,1,1,2,1,3,2,4,1,3,3,1,3,3,2,4,4,1,4,1,1,2,3,3,2,3,3,2,4,3,4,1,5,2,4,4
38,2,1,3,5,2,4,3,4,2,5,1,3,4,2,3,2,2,2,2,2,2,3,3,3,2,4,4,4,3,2,2,3,2,1,4,4,3,2,4,2,3,2,5,2,5,3,4,2,4,4,4,3
28,2,3,1,4,5,4,5,1,3,4,5,1,2,5,2,3,1,2,4,4,4,3,3,2,1,5,2,3,4,3,5,5,5,4,5,2,3,1,3,2,3,5,5,1,5,1,5,5,5,5,5,5
17,2,2,4,1,4,3,5,1,5,2,5,2,4,2,5,3,1,3,2,2,4,2,2,5,2,5,2,2,2,4,5,5,5,5,5,1,1,1,3,1,5,5,5,1,5,2,5,1,5,5,4,5
33,2,1,2,1,3,1,5,1,3,1,4,2,5,2,5,3,1,3,4,3,4,3,2,4,3,3,2,3,2,4,4,4,4,3,5,2,3,2,4,2,3,3,4,1,5,1,5,1,4,4,5,5
34,1,1,3,2,5,2,4,2,3,3,4,2,2,5,3,4,2,1,1,1,1,1,1,5,1,4,1,4,1,5,3,4,4,1,5,1,3,3,5,1,4,5,4,2,4,1,4,1,4,3,4,4
23,2,1,4,2,5,2,4,1,3,2,3,2,3,4,3,3,2,2,2,1,1,2,1,5,1,5,1,3,1,2,5,4,3,2,3,2,4,2,4,1,4,3,4,1,3,1,5,2,4,3,5,4
36,1,1,3,3,4,3,4,3,3,2,4,3,2,4,2,4,2,5,2,2,5,2,4,3,3,2,5,5,3,2,2,3,1,5,4,1,1,4,4,2,5,5,4,2,5,5,4,1,5,4,5,5
21,1,1,1,4,2,4,1,2,2,4,4,2,2,4,4,3,3,3,2,2,3,4,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,4,3,3,2,4,3,5,3,4,3,4,3,3,3,3
15,2,1,2,4,3,4,3,3,3,4,3,5,5,3,5,1,3,5,5,5,5,4,2,4,2,4,2,4,2,4,5,4,1,1,5,5,3,3,3,3,3,4,4,2,5,2,5,2,5,5,5,4
20,1,1,2,2,3,3,2,2,2,3,4,3,4,2,5,2,4,3,3,3,3,4,2,5,2,4,2,5,2,4,5,4,4,5,5,4,2,4,3,2,4,4,5,2,5,3,4,1,4,4,5,5
16,2,1,2,5,1,5,3,5,2,5,1,5,3,3,5,1,5,5,5,3,5,3,3,5,3,5,1,5,5,5,5,5,5,3,5,3,5,5,5,1,5,5,5,1,5,1,5,1,5,5,5,5
17,2,1,2,1,3,3,4,2,4,2,1,3,3,4,5,3,5,2,3,2,5,3,2,3,3,5,1,3,3,5,5,3,3,3,4,3,3,2,2,1,2,3,4,1,4,1,3,2,4,3,5,4
21,1,1,3,4,3,4,3,4,4,3,4,4,3,4,4,3,4,4,4,3,3,2,2,3,2,3,2,4,2,4,4,4,4,3,3,2,3,3,3,1,4,4,2,4,3,4,3,3,3,2,3,4
37,1,1,2,4,3,3,4,3,4,3,4,3,3,3,4,2,2,3,2,2,2,3,2,4,1,3,2,3,2,4,3,4,4,3,4,2,3,2,4,1,5,4,3,2,4,2,5,1,4,3,4,5
22,1,1,2,5,3,5,3,4,2,4,2,5,4,3,4,2,4,4,3,2,4,4,2,4,2,4,2,4,2,3,4,4,4,2,4,2,4,2,4,2,4,4,4,2,3,2,4,2,4,4,4,3
37,1,1,4,1,5,2,5,1,5,2,4,2,2,3,4,2,3,2,4,4,2,2,2,5,4,4,2,4,2,4,4,4,3,5,5,3,2,2,2,1,2,5,4,2,5,2,4,1,4,4,5,4
21,2,1,4,2,5,2,5,2,4,3,4,2,5,2,5,2,2,3,5,4,2,4,4,5,2,5,2,5,2,4,5,4,4,4,2,3,2,4,4,4,3,4,4,1,3,1,2,4,4,2,4,3
20,1,1,5,2,2,3,5,1,4,1,5,1,5,3,5,4,1,3,5,4,3,4,1,5,2,5,3,4,1,3,5,2,3,1,5,1,5,4,1,1,2,4,3,1,3,1,4,1,3,1,1,3
18,2,1,4,2,4,2,5,2,5,4,5,2,4,4,4,4,4,2,4,2,4,2,2,4,4,5,2,4,2,4,4,4,4,4,5,4,2,4,2,4,2,3,5,1,3,1,4,2,4,5,4,4
23,2,1,3,2,4,2,4,2,3,3,3,3,3,3,4,3,2,3,3,3,2,2,1,4,1,4,2,4,1,4,4,4,4,2,4,2,3,2,4,1,4,3,3,2,3,3,3,2,4,2,3,3
27,1,1,5,1,5,4,4,1,5,2,5,3,1,2,4,2,1,1,1,1,1,4,1,5,1,4,1,4,1,5,5,5,4,1,5,1,4,1,4,2,4,3,4,1,5,1,4,1,5,2,2,4
44,1,1,2,4,2,4,2,4,2,4,2,4,4,3,4,2,3,2,3,3,4,4,2,3,2,4,3,4,3,4,4,4,4,2,4,2,4,2,4,2,4,4,5,2,4,2,4,2,4,4,4,4
17,2,1,3,4,1,4,2,5,2,5,5,5,3,3,5,5,4,5,4,5,4,5,1,4,2,5,4,5,4,5,5,2,3,1,2,4,3,3,2,4,4,4,4,5,4,4,5,2,2,3,5,4
20,2,2,2,4,2,4,3,4,3,3,3,4,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,4,3,4,2,4,2,3,2,4,2,4,4,3,3,2,4,3,3,4,3,3,2
23,2,1,3,2,3,3,3,1,3,3,2,3,2,4,4,1,1,2,5,4,2,5,1,5,2,5,2,2,1,5,4,4,4,2,5,2,2,2,3,2,3,5,5,1,5,1,4,1,5,4,5,5
18,2,1,5,1,5,1,5,1,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,1,5,1,5,1,5,5,5,1,1,5,5,5,5,5,5,1,5,1,1,1,1,5,1,5,1,5,5
25,1,1,4,3,5,2,3,3,5,4,5,3,1,5,3,5,1,1,1,1,1,1,1,4,1,5,2,3,3,5,1,5,5,3,4,1,4,3,2,3,3,5,4,1,3,1,3,2,5,3,4,3
31,2,1,4,2,4,4,4,2,3,4,2,5,3,4,3,3,3,3,3,3,2,3,5,4,2,5,1,5,1,5,5,5,4,4,4,4,3,4,5,3,4,4,4,3,4,2,5,2,4,4,4,5
19,1,1,4,4,3,2,4,4,1,3,4,2,1,4,4,3,1,1,3,4,3,2,4,3,2,5,3,5,2,5,4,4,2,3,4,1,5,1,2,3,3,3,2,1,3,3,1,1,4,2,2,3
16,2,1,1,4,4,5,1,4,1,5,1,5,5,5,5,5,3,3,5,5,5,5,1,4,3,5,1,5,5,5,5,5,5,3,5,2,4,2,5,3,5,5,3,2,5,3,3,4,5,3,5,3
49,1,1,3,4,5,4,5,2,4,5,1,2,2,4,4,2,2,1,1,1,2,2,2,5,1,5,2,3,3,4,3,4,4,1,5,2,5,1,5,1,2,5,5,1,5,1,5,1,4,2,5,5
21,2,1,2,2,2,2,2,1,1,2,3,4,4,2,4,1,4,5,5,5,4,5,4,2,4,3,5,4,5,3,2,2,4,4,4,4,1,5,5,4,2,4,5,1,4,2,4,2,5,5,5,3
31,2,1,1,4,1,5,3,2,1,5,1,5,5,2,5,1,4,4,4,4,4,4,2,3,3,4,4,4,3,3,4,3,3,4,4,4,2,3,4,2,3,4,5,3,5,3,5,1,3,3,4,5
32,2,1,4,1,5,1,5,2,5,4,4,2,5,2,5,1,4,5,5,5,5,5,1,5,2,5,1,5,2,5,5,5,1,4,4,5,2,2,1,4,2,4,5,1,5,1,5,1,5,5,5,5
17,2,3,2,2,4,2,3,2,3,2,4,1,1,5,3,4,3,2,3,3,4,2,2,4,3,4,2,4,2,3,4,3,2,1,3,4,1,3,4,4,4,1,1,4,3,2,3,3,1,1,2,3
23,2,1,2,2,2,3,2,3,3,3,2,2,3,2,4,2,2,2,3,2,2,4,4,4,1,2,1,3,3,3,2,3,3,3,4,2,2,2,2,2,2,4,2,3,2,3,3,3,3,2,2,4
23,2,1,3,3,2,5,3,3,4,5,2,4,4,2,4,2,3,4,5,5,4,5,1,3,2,4,2,1,2,1,4,2,5,3,3,5,2,5,5,2,5,4,5,1,4,1,4,2,5,5,5,4
21,2,1,4,1,5,5,5,1,5,1,5,2,4,5,4,4,4,2,2,1,4,2,1,5,1,5,1,5,1,3,5,5,4,5,3,2,5,1,5,1,5,4,3,1,5,3,5,1,5,1,5,4
21,2,1,2,5,2,3,2,5,3,4,2,5,3,4,4,3,3,3,1,2,3,3,3,5,2,4,3,3,3,4,3,3,1,1,4,3,2,1,3,3,4,4,3,2,5,3,4,2,4,3,2,4
21,1,1,4,2,5,2,5,1,4,3,1,2,4,3,5,2,2,1,2,2,1,1,1,5,3,4,1,3,1,5,4,4,4,3,4,3,4,1,3,1,4,4,4,2,5,1,4,1,4,4,5,4
18,2,2,4,1,5,2,5,2,5,2,5,2,2,5,1,3,2,2,1,2,2,2,2,5,1,3,2,5,1,5,4,5,4,1,4,2,4,1,4,3,3,4,3,2,5,2,4,2,5,3,3,4
29,1,2,1,5,5,5,3,5,2,4,5,5,5,5,5,5,5,5,5,5,4,3,4,5,1,4,4,5,3,4,3,3,1,5,5,5,2,5,2,1,3,3,4,5,5,1,5,1,2,2,5,5
18,2,1,2,5,2,3,3,5,1,5,1,5,1,5,2,3,4,3,3,4,4,2,5,2,1,4,4,5,4,5,4,3,5,4,3,1,5,1,1,1,5,4,3,3,3,3,3,3,4,3,4,3
32,1,1,4,3,5,1,5,1,5,5,5,1,1,4,1,1,1,2,1,1,1,1,1,4,1,3,1,2,1,4,3,5,4,3,3,1,2,4,4,1,3,4,4,1,5,1,5,1,5,1,4,5
37,2,1,4,3,4,4,4,2,3,5,1,3,4,4,4,2,4,3,4,3,2,2,1,5,1,4,1,5,1,3,5,3,3,4,4,3,3,5,3,3,3,3,4,2,4,2,4,2,3,3,5,4
25,2,2,3,3,4,3,1,3,3,3,3,5,5,3,5,3,4,4,4,3,4,3,2,4,2,5,1,5,2,5,5,5,5,1,2,3,5,2,4,1,4,5,4,2,5,1,5,1,5,5,5,4
45,2,1,3,3,3,3,4,2,4,3,4,2,3,4,4,2,4,4,3,3,4,2,1,3,4,3,2,4,2,3,3,2,2,2,3,3,2,1,5,2,2,3,2,3,4,1,4,1,2,2,3,4
22,2,1,3,1,5,1,5,1,5,2,4,3,5,4,5,4,3,3,2,2,2,2,1,5,4,5,1,5,1,5,5,5,1,2,5,1,1,3,4,1,2,4,4,3,5,1,5,1,5,4,5,5
23,2,1,3,3,4,2,2,1,2,3,3,2,2,4,3,4,2,3,2,2,1,1,1,5,3,5,1,4,1,5,4,3,4,2,4,1,4,1,4,3,4,4,5,1,5,1,4,1,5,2,5,4
25,1,1,1,4,3,4,3,3,2,4,3,4,2,4,4,3,3,4,3,3,4,2,2,4,3,4,2,3,2,4,5,3,4,3,5,2,3,3,4,3,3,3,4,1,4,2,4,2,4,4,5,4
34,2,1,1,5,3,4,3,3,2,4,3,4,4,3,4,3,4,4,3,3,4,3,2,4,1,4,2,4,3,4,4,4,2,3,2,2,2,3,4,2,4,4,2,3,3,3,3,3,4,2,4,3
34,2,3,4,2,5,2,5,1,5,4,4,1,1,5,1,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,4,1,5,1,4,1,5,4,5,5
50,2,1,4,2,5,3,5,2,5,3,3,2,3,5,3,3,3,5,3,3,3,2,1,5,1,4,1,5,1,5,5,5,3,3,3,3,3,3,3,1,3,3,3,1,3,5,5,3,3,1,3,5
25,2,1,3,2,5,1,5,2,5,1,5,1,2,3,2,5,3,1,1,1,1,1,2,5,2,5,1,4,1,3,4,4,3,3,3,3,2,1,3,2,3,3,3,2,5,2,3,1,3,3,3,3
16,2,2,1,4,1,5,1,1,1,5,2,5,5,1,5,1,5,5,5,5,5,4,1,4,1,5,1,5,1,3,5,3,3,5,5,5,1,5,5,3,1,5,4,1,5,1,5,1,5,5,1,5
37,1,1,2,3,3,1,2,1,2,4,4,4,4,2,3,2,1,3,3,2,3,4,3,3,1,3,3,2,2,4,3,2,4,2,5,4,1,2,3,1,4,5,5,1,5,1,5,1,5,3,5,5
14,1,1,5,5,5,5,5,4,5,1,5,2,2,2,4,4,3,5,5,3,5,5,5,5,4,5,2,4,2,5,5,5,5,3,2,5,2,5,5,5,5,5,1,2,5,5,3,1,5,1,5,5
18,2,1,3,2,3,4,3,1,2,4,4,5,4,3,5,2,5,5,4,3,5,4,2,4,4,4,1,4,2,3,3,3,4,5,5,4,1,4,3,3,2,4,5,3,5,2,4,1,4,5,5,5
19,2,2,3,3,3,3,4,1,3,3,5,3,4,3,4,3,3,3,4,4,4,3,2,4,4,5,1,2,2,5,4,3,4,4,5,4,2,3,3,2,3,4,5,3,5,4,5,1,4,5,5,5
44,2,1,2,2,4,4,5,1,5,5,2,4,3,3,3,3,2,2,3,3,3,3,5,5,1,2,4,5,1,4,1,4,4,4,4,2,3,1,4,1,2,4,4,2,5,3,4,1,4,5,4,4
25,1,1,2,3,3,3,3,4,3,3,3,3,5,3,4,3,4,4,5,4,4,3,4,3,2,3,2,4,3,4,4,3,3,4,4,2,3,5,4,3,2,3,2,4,4,3,3,3,3,3,4,2
19,2,1,4,2,3,4,5,2,4,4,3,2,5,2,5,2,3,4,4,3,5,3,2,3,1,4,2,2,2,4,4,4,4,2,4,3,1,4,5,3,4,4,5,2,5,2,4,1,4,5,5,4
18,1,1,1,3,2,5,2,1,1,5,1,5,2,3,5,3,1,1,3,3,5,3,4,5,5,3,1,5,1,3,5,1,4,5,5,1,3,1,5,1,5,5,4,1,5,1,4,1,3,5,5,4
41,2,1,4,1,5,3,5,1,3,3,5,3,4,3,4,1,2,4,4,3,4,5,1,4,2,4,1,3,1,5,5,4,4,2,4,4,3,3,4,1,3,4,5,1,5,1,5,1,5,5,5,5
19,2,1,1,2,1,5,2,2,1,5,1,5,5,2,5,1,4,4,3,3,4,4,5,3,1,5,1,4,2,4,5,3,3,3,3,4,2,4,3,2,4,3,4,4,5,1,3,1,3,3,5,5
19,1,1,1,2,1,4,2,5,3,3,5,2,4,5,5,3,4,3,5,1,5,1,5,3,1,2,4,5,5,5,1,4,2,1,3,4,2,4,5,3,1,5,2,2,1,1,1,5,4,1,2,1
21,2,1,2,4,4,3,4,3,3,3,3,4,4,3,4,2,3,5,3,3,3,4,1,4,1,4,2,5,2,2,4,3,4,2,3,1,3,1,4,1,4,4,3,2,3,3,2,2,4,3,4,2
22,2,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,2,2,2,1,2,1,1,5,1,5,1,5,1,5,5,5,3,2,4,1,4,1,5,1,4,4,5,2,5,2,3,1,4,4,4,3
27,2,1,3,2,3,3,3,3,2,3,3,3,3,2,4,3,4,4,4,4,3,3,2,5,2,4,4,3,3,3,4,3,4,3,4,2,3,2,4,2,4,4,3,2,4,2,3,2,3,2,5,3
15,2,1,2,2,4,2,5,1,3,2,2,4,3,4,4,4,2,2,3,2,5,1,2,4,4,4,1,3,2,4,4,3,1,3,2,3,1,2,4,5,3,2,5,2,3,1,5,3,5,5,5,4
18,2,1,4,4,2,2,3,4,2,5,2,5,2,5,4,4,3,5,2,3,5,4,3,2,3,1,3,5,4,3,3,3,1,4,3,5,3,5,2,3,2,3,1,2,2,3,2,5,1,2,3,2
20,2,1,2,2,2,4,4,2,1,2,4,5,5,2,5,2,3,3,2,2,2,4,1,3,3,5,2,4,3,4,4,3,4,4,3,4,2,2,4,2,4,3,3,4,5,3,4,1,3,3,5,4
42,1,1,4,2,5,1,4,1,4,2,5,2,2,1,5,4,4,4,1,1,4,2,2,4,3,5,2,5,2,1,5,2,5,3,5,1,5,4,4,1,2,5,5,1,5,1,5,1,5,3,2,5
14,2,2,2,5,2,5,2,2,2,4,4,4,5,3,5,2,2,4,4,4,4,4,4,5,2,3,4,3,2,4,3,3,3,4,4,2,2,4,4,4,3,4,5,2,5,2,4,1,4,4,4,5
22,1,1,4,1,5,2,3,1,4,3,5,5,4,3,4,3,4,4,1,1,4,2,2,4,3,4,2,5,2,3,4,5,2,2,2,4,1,4,2,3,3,3,4,2,5,2,4,1,4,2,5,4
23,2,1,3,3,4,3,5,2,3,3,3,3,3,4,3,3,2,2,2,2,2,2,2,5,1,5,1,5,1,3,5,4,4,2,4,1,5,1,4,1,4,4,4,2,4,2,4,2,4,4,3,4
21,2,1,5,1,5,1,5,1,5,1,5,1,1,4,4,5,1,3,4,2,1,1,1,5,1,5,1,5,1,5,5,5,5,4,5,3,3,4,4,1,5,4,4,1,5,1,5,1,5,4,4,5
36,2,1,2,4,1,5,2,4,4,2,5,2,5,1,5,2,4,5,4,5,5,3,3,4,4,4,3,3,2,4,5,2,2,1,3,3,5,1,5,1,5,5,2,3,5,5,3,1,3,1,5,5
14,2,1,5,1,5,1,5,1,5,4,5,4,1,3,2,4,4,5,4,4,4,1,2,4,5,1,5,3,1,3,1,5,1,5,2,4,1,1,3,5,1,3,5,1,5,2,5,1,4,4,4,5
22,2,1,5,4,4,5,2,1,1,5,5,5,5,2,5,2,5,5,2,2,2,5,1,2,1,4,2,5,2,4,5,3,3,1,5,2,4,1,1,1,3,4,3,3,5,4,4,1,4,1,5,3
22,2,1,2,2,2,4,3,2,2,4,3,4,3,3,4,3,3,2,3,3,2,2,1,5,1,5,2,4,2,5,4,3,3,3,3,3,4,2,4,1,4,5,4,2,5,2,4,1,4,4,5,4
39,1,1,3,2,4,4,4,1,5,5,3,5,4,4,5,2,4,1,2,1,4,3,1,5,1,5,2,5,1,5,5,5,4,4,5,1,1,1,5,3,3,3,5,2,4,1,5,1,4,5,5,3
28,2,1,1,5,1,5,1,3,1,4,1,5,4,2,4,4,3,3,3,3,5,4,5,1,3,2,5,2,5,1,3,3,3,4,3,3,1,4,4,3,2,3,3,3,5,4,4,2,4,3,4,4
21,1,1,2,5,4,4,2,5,2,5,3,5,4,4,5,4,2,2,4,4,2,4,3,3,4,3,4,4,4,4,2,3,2,3,4,2,2,4,2,3,2,4,3,2,5,2,2,2,4,3,4,2
25,2,1,5,2,4,2,3,2,4,5,1,2,3,3,4,2,3,2,2,2,2,2,1,5,1,5,1,5,1,5,5,3,3,2,5,2,1,4,2,2,3,4,5,1,5,1,4,1,5,3,5,4
21,2,2,3,3,4,3,4,4,2,4,2,4,3,4,4,4,3,4,4,4,3,2,4,4,2,4,2,4,3,4,4,4,3,2,4,2,3,4,5,3,4,4,2,4,4,4,3,2,3,1,5,3
25,2,1,4,1,5,2,5,2,5,2,5,2,3,4,3,4,2,2,2,1,2,1,1,5,1,5,2,5,1,4,5,4,4,4,5,1,3,3,4,2,4,4,5,2,5,2,4,2,5,5,4,5
20,1,1,4,1,5,1,5,2,5,3,4,2,3,3,4,5,2,3,1,1,3,1,5,5,3,5,1,4,1,5,5,4,3,4,4,2,4,2,4,1,3,5,2,1,5,1,3,1,5,4,5,5
23,2,1,4,4,5,1,4,1,3,3,5,4,3,3,3,5,1,1,2,1,2,1,1,4,1,3,4,4,2,4,4,5,4,2,4,2,2,3,3,3,3,4,3,2,3,2,4,2,4,2,3,4
29,1,1,4,3,5,3,3,2,2,2,5,3,1,5,1,5,3,1,1,1,1,1,1,5,1,4,2,1,1,4,2,4,3,4,5,1,1,3,5,4,2,1,5,1,5,3,4,1,5,3,3,4
44,2,1,4,2,4,2,5,1,5,3,4,2,4,2,4,3,4,3,3,4,4,3,1,5,3,4,3,5,1,4,4,5,4,1,3,1,4,2,5,2,4,4,3,1,5,4,5,1,2,2,4,5
16,0,0,3,1,1,3,1,2,5,5,4,5,3,5,5,2,2,5,5,5,5,3,1,3,2,5,1,4,3,5,5,3,2,1,5,3,2,3,4,3,2,3,4,4,5,3,4,1,5,5,3,4
22,2,1,4,2,3,1,3,2,3,3,2,4,4,2,5,1,3,4,4,4,3,5,1,5,2,5,1,4,1,4,4,3,4,5,5,5,1,4,3,4,3,3,5,2,4,1,4,3,4,5,5,5
27,2,1,1,2,4,3,4,2,2,2,4,4,4,4,4,1,1,4,4,4,5,4,2,5,2,4,2,4,2,4,3,2,2,5,4,4,1,4,2,2,4,4,4,2,5,2,4,1,5,4,5,4
19,1,1,2,4,2,4,2,2,2,4,2,5,5,3,4,1,2,3,3,3,4,4,1,4,2,5,2,5,3,4,4,3,1,5,3,5,1,5,2,4,1,3,5,1,5,1,4,1,5,3,5,5
27,2,3,5,1,4,4,5,1,5,5,5,1,5,2,4,3,4,3,4,4,4,3,4,3,3,4,2,5,1,4,4,5,3,3,3,3,4,3,4,3,4,3,3,3,5,2,5,1,3,3,3,5
