age,gender,hand,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
16,2,1,2,4,2,3,2,4,2,4,4,4,2,4,4,3,2,3,4,4,2,3,4,4,3,4,2,2,3,4,4,3,4,2,3,2,3,2,5,3,4,3,4,3,3,4,3,4,3,2,4,2
32,1,2,1,2,3,3,4,2,1,5,2,2,4,3,4,4,2,4,3,2,4,2,3,2,2,2,5,3,4,1,4,2,2,2,5,2,1,2,5,1,1,5,4,2,4,1,4,2,3,5,5,4
32,1,1,2,1,4,2,5,2,5,4,4,2,3,3,4,3,4,4,2,2,4,3,2,4,2,4,1,5,1,5,4,4,3,4,3,4,2,4,3,2,3,4,4,2,5,1,4,1,4,4,5,5
15,1,1,4,4,5,2,4,2,5,5,2,5,1,4,3,5,3,1,2,1,1,1,5,5,1,5,1,5,1,5,5,5,5,1,5,1,4,4,5,2,1,5,5,1,5,1,4,1,5,2,5,5
25,2,1,5,5,3,3,3,5,1,4,2,5,1,5,5,4,2,2,5,5,2,4,5,5,1,5,1,5,2,4,5,5,5,1,5,2,5,4,3,1,1,5,2,2,5,3,4,1,5,1,3,4
28,2,1,2,3,3,4,4,2,2,4,3,3,2,3,4,3,3,3,3,3,3,3,2,5,2,4,2,2,2,5,4,4,4,2,3,2,4,2,3,2,4,2,3,3,4,1,3,2,4,3,5,3
19,2,1,4,3,2,4,2,1,2,1,5,5,1,5,2,1,3,2,4,3,2,4,2,2,5,5,1,4,3,4,4,1,4,4,4,4,1,4,2,3,2,2,4,1,4,1,4,2,5,4,4,4
18,1,1,3,2,5,2,4,1,4,4,4,2,2,5,2,1,3,1,1,5,1,1,5,4,1,5,1,4,1,4,4,3,2,3,4,2,2,5,4,2,4,3,5,2,3,2,4,2,4,4,3,2
23,2,1,3,3,4,4,3,4,2,4,2,2,2,4,4,4,2,2,3,4,2,4,2,4,2,4,2,4,2,4,2,4,4,3,2,2,3,3,2,3,3,2,2,3,3,3,3,2,4,2,4,2
45,1,1,3,3,5,4,4,3,3,4,3,3,3,4,3,4,3,1,2,1,3,1,1,4,3,4,3,4,2,4,4,4,5,1,4,1,4,1,5,1,5,4,3,2,2,3,3,1,4,2,3,4
14,2,1,1,5,1,5,1,5,1,5,2,5,5,1,5,1,5,5,2,3,5,5,2,3,2,5,2,5,3,4,5,2,3,2,5,2,3,2,5,2,5,4,4,5,5,3,3,1,3,4,5,4
18,1,1,1,4,3,3,3,2,2,4,2,4,4,2,4,1,3,3,5,4,4,4,1,5,2,5,1,4,1,4,5,4,3,3,4,4,2,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3
21,2,1,2,4,4,4,2,2,1,4,2,4,2,4,4,4,2,1,4,4,2,2,1,2,2,4,2,4,4,4,4,4,4,4,5,2,2,4,2,2,2,2,4,1,4,1,4,2,4,4,5,5
25,1,1,2,4,2,5,2,2,2,4,2,4,3,2,5,2,4,4,4,4,4,4,1,5,1,5,2,4,2,4,4,2,4,2,2,2,2,2,4,2,4,4,4,1,5,2,4,2,4,2,4,4
67,2,1,2,4,4,4,4,4,4,4,2,4,2,2,4,4,1,2,1,1,2,2,2,5,1,4,2,4,2,5,4,4,4,2,4,2,5,5,5,1,5,4,5,2,4,2,4,2,5,2,4,4
23,2,1,2,3,4,1,4,4,2,3,1,1,5,1,5,2,5,5,5,5,3,4,3,5,1,3,4,5,2,3,4,5,2,2,3,2,5,4,5,5,1,4,2,2,3,5,3,3,3,1,2,2
19,1,1,3,4,5,3,4,1,2,1,5,2,4,3,5,3,4,4,5,3,1,3,5,5,2,5,1,5,1,5,5,5,5,4,5,2,2,1,4,1,3,5,4,1,4,1,5,1,5,4,4,5
49,1,1,5,4,5,2,5,4,4,5,5,5,2,5,2,3,1,1,1,3,5,5,3,5,2,5,3,5,3,3,5,5,5,4,5,1,4,1,4,3,5,5,4,1,2,5,4,1,5,1,5,5
22,2,1,3,1,5,1,5,1,4,3,3,1,3,2,4,3,3,3,2,2,4,2,5,5,2,5,1,4,1,4,5,5,2,5,5,4,2,3,3,4,2,4,3,3,5,2,3,1,4,3,5,4
24,1,1,1,4,3,5,1,5,1,1,5,5,3,3,5,4,3,5,5,3,4,2,3,4,1,4,2,5,2,4,4,4,2,3,4,3,3,5,4,3,4,4,2,3,5,3,4,2,5,2,5,4
13,2,2,3,3,5,5,5,3,5,3,5,3,1,5,5,3,3,3,3,2,3,3,5,5,3,4,1,5,2,5,5,5,4,5,5,5,5,2,5,1,3,5,3,1,5,1,5,1,4,3,3,5
60,1,2,3,1,5,1,5,1,3,3,5,1,3,5,5,5,3,3,3,3,3,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,3,5,5
30,1,1,4,2,5,2,5,1,5,2,5,2,2,3,2,4,2,2,2,1,1,1,2,4,1,4,2,3,5,4,4,4,5,2,4,1,4,2,4,1,4,4,4,1,4,2,3,2,4,5,5,4
14,2,1,3,1,5,3,4,1,5,5,2,3,2,5,4,4,3,1,5,3,4,2,4,4,3,3,2,3,2,2,3,3,3,5,4,4,2,5,5,2,3,4,1,4,4,2,3,1,3,1,4,3
39,2,1,3,1,5,1,1,2,1,3,4,3,1,5,1,5,3,1,3,3,3,1,1,5,1,5,1,5,1,5,4,5,4,3,4,1,3,1,3,1,4,4,1,1,5,3,3,1,4,1,2,4
16,2,1,4,3,4,2,4,2,4,2,5,2,2,4,3,2,2,1,2,1,3,4,1,4,1,5,2,5,1,5,4,3,4,5,4,4,1,3,3,3,2,2,3,3,5,1,5,1,4,3,5,5
15,1,2,5,1,5,3,3,4,4,4,3,4,4,5,3,3,5,3,3,3,4,3,1,5,4,4,1,5,2,5,5,5,2,3,2,5,2,5,3,3,2,2,1,2,5,1,3,1,1,1,3,3
19,1,0,2,4,2,3,4,1,4,2,5,4,2,3,4,2,2,2,4,4,4,2,2,4,1,5,2,2,1,4,5,2,2,2,3,2,4,4,4,2,4,3,3,1,3,2,4,2,3,4,4,4
45,2,1,2,2,3,4,4,3,2,4,2,4,3,4,4,4,4,2,2,2,2,2,1,5,2,5,1,4,1,4,5,4,2,4,3,3,2,4,3,2,3,3,3,4,4,4,3,2,4,2,4,3
23,2,1,3,1,4,3,4,2,3,3,2,3,3,3,5,2,1,4,4,3,2,2,1,5,1,5,1,5,1,4,4,4,4,4,4,3,2,4,2,1,2,3,5,1,5,1,5,1,4,4,5,5
40,1,1,1,3,2,5,2,5,2,4,4,4,4,2,5,2,4,4,4,4,4,4,3,4,3,3,3,3,4,3,4,2,2,4,4,4,3,4,2,4,2,3,4,1,5,2,5,2,4,4,4,5
26,2,1,4,2,4,4,4,2,5,4,4,3,5,2,5,2,5,5,4,4,5,4,1,5,4,5,1,5,1,5,5,4,4,1,5,1,2,1,5,4,4,4,5,2,4,1,2,1,2,4,5,4
29,2,1,2,3,4,2,2,3,2,3,4,4,3,4,3,4,2,2,2,2,2,2,2,3,3,3,2,2,2,3,4,5,3,2,2,2,3,2,3,3,3,5,5,2,4,3,5,4,4,4,5,5
37,1,1,3,3,3,3,4,2,4,4,4,2,3,3,4,3,3,2,3,3,2,3,2,5,2,4,1,3,2,3,4,4,4,2,5,1,4,1,4,2,4,4,4,1,4,1,4,2,4,5,5,4
19,1,1,3,2,4,4,4,5,4,3,1,5,3,3,1,3,5,5,3,4,5,4,1,4,1,5,1,5,1,5,5,3,4,5,5,4,3,5,5,4,3,2,1,5,3,5,4,4,4,2,5,3
20,2,1,2,3,3,3,5,3,2,5,3,5,4,4,5,4,5,5,5,4,3,4,5,4,1,4,2,5,3,4,5,4,3,3,4,3,3,3,4,3,3,3,3,4,5,3,4,3,5,2,3,3
48,1,1,1,5,2,5,2,2,1,5,1,5,1,3,3,4,1,2,1,1,1,1,1,3,1,5,2,5,2,4,5,5,5,2,1,1,5,1,4,1,5,5,1,3,1,4,4,3,5,1,5,4
24,2,2,4,2,5,1,5,1,5,2,4,2,2,4,3,4,2,3,3,3,2,2,4,5,1,5,1,5,1,3,5,5,3,2,5,3,3,1,2,1,2,5,4,1,4,2,3,1,4,2,2,3
57,2,1,5,5,4,2,4,1,2,1,2,1,5,1,4,4,2,5,4,2,4,4,5,4,1,4,4,5,2,4,2,5,5,1,5,4,5,2,1,1,5,5,4,4,4,4,4,1,5,2,5,5
34,1,1,4,2,2,3,4,4,4,4,2,3,4,4,4,4,2,4,4,3,3,4,4,4,3,4,2,3,4,4,4,4,3,2,5,4,4,4,4,3,3,4,3,4,3,2,4,2,4,3,3,3
40,2,1,1,2,4,3,2,4,2,4,2,5,3,4,3,4,2,1,2,1,2,1,4,4,2,3,2,4,3,3,4,4,2,4,4,4,3,3,2,1,3,5,1,4,2,2,3,3,5,1,4,3
24,2,1,4,3,3,3,4,2,3,3,4,3,2,3,4,3,3,4,3,3,3,3,4,5,2,4,2,4,2,3,5,3,4,4,4,3,3,3,4,3,3,4,2,2,4,3,3,2,3,3,3,3
23,2,1,3,1,4,2,5,1,5,1,5,2,4,2,5,2,5,5,5,5,5,2,2,5,4,5,2,4,1,5,4,4,2,4,5,3,2,4,4,3,3,4,5,2,5,2,4,1,4,5,5,5
48,1,1,5,5,2,5,5,3,1,3,5,1,1,5,5,5,1,1,1,1,1,5,1,2,1,5,1,5,3,5,5,5,5,2,5,1,4,1,1,1,5,5,5,1,5,5,5,1,5,5,5,5
22,1,1,4,3,2,3,3,2,4,5,3,5,4,2,4,2,5,3,4,5,4,5,2,4,4,5,2,4,2,5,4,3,2,1,4,5,1,4,4,5,4,4,4,1,4,1,5,1,4,5,4,5
24,2,1,3,4,4,4,3,3,5,4,2,5,2,3,3,4,2,2,2,1,2,2,4,3,2,4,2,3,3,4,3,3,4,3,3,3,3,1,5,2,5,3,3,2,4,2,1,2,5,3,2,3
27,2,1,1,5,1,5,1,5,1,5,1,5,4,1,5,1,1,5,5,5,5,5,4,1,4,4,5,5,5,1,5,5,4,3,5,1,4,5,5,1,5,5,5,1,5,5,5,1,5,5,5,5
20,2,1,1,4,2,5,2,4,2,4,3,5,4,5,4,3,1,1,2,2,2,5,4,2,1,5,3,3,4,3,3,4,2,4,4,5,1,1,5,4,2,4,5,1,4,1,4,2,5,2,5,2
23,1,1,3,2,4,4,5,4,4,4,5,2,2,3,5,3,4,5,4,3,4,3,5,5,1,5,2,5,1,5,5,5,4,5,5,2,3,4,3,3,3,4,3,3,4,2,4,2,5,1,4,4
32,1,1,3,1,1,2,5,2,4,1,5,2,3,4,4,1,2,3,1,1,1,1,5,3,1,4,3,5,1,5,5,3,5,3,4,1,3,5,2,1,3,5,5,1,3,1,3,1,5,1,4,5
16,2,1,1,4,3,5,1,2,1,5,1,5,5,2,5,2,5,5,5,3,5,5,1,4,2,5,2,4,1,4,4,1,3,5,5,5,1,5,2,3,3,2,5,2,5,2,5,1,3,5,5,5
16,2,1,3,3,4,3,3,3,4,3,4,5,5,3,5,2,4,4,3,3,3,3,3,5,2,4,1,4,1,5,5,4,2,5,3,2,2,4,2,4,2,2,2,5,3,3,5,1,1,2,5,5
15,2,1,5,5,4,3,4,4,4,5,3,5,5,2,4,1,3,3,3,1,3,2,1,4,3,5,1,4,1,4,4,4,3,1,5,2,3,2,4,1,4,3,3,2,4,1,3,1,4,1,4,4
38,1,2,2,3,2,4,3,3,2,5,1,5,4,2,5,2,4,4,2,2,4,2,2,4,2,4,2,4,2,3,3,3,5,2,4,2,4,1,5,1,5,4,4,1,4,1,5,1,5,4,5,5
41,2,1,3,4,4,3,4,2,4,3,3,2,2,2,3,3,1,1,1,2,2,1,1,5,1,5,2,5,2,5,4,5,4,3,4,2,3,2,4,1,5,4,3,1,5,2,3,1,4,3,5,5
21,1,1,4,1,4,1,4,1,4,1,5,3,2,4,5,2,5,2,4,4,1,3,4,4,1,5,3,4,3,3,4,5,3,2,3,2,1,5,3,3,3,4,4,4,4,3,3,2,4,4,3,3
17,2,1,2,4,4,3,3,1,2,3,2,5,4,3,5,3,2,4,4,4,5,4,4,4,4,4,3,4,2,3,3,4,3,3,5,2,3,4,3,2,4,4,3,2,4,3,3,2,5,4,4,3
14,2,1,1,2,4,4,4,4,3,2,2,2,3,5,4,2,1,4,1,1,1,1,5,3,1,5,1,5,1,5,5,5,3,2,5,2,4,5,1,3,4,2,4,3,1,2,5,1,4,3,4,5
46,1,2,4,2,5,1,5,1,5,1,5,1,1,4,2,5,3,1,1,1,1,1,1,3,1,5,1,3,2,3,3,5,4,5,3,1,3,4,4,5,4,3,5,1,4,1,5,2,5,3,5,5
30,1,1,2,3,4,3,4,3,3,4,4,4,4,4,4,2,1,1,2,1,1,4,1,5,1,5,1,4,1,5,4,5,4,4,5,3,2,4,4,2,2,4,4,1,5,2,5,1,5,4,5,5
21,2,1,3,2,4,2,4,4,1,4,4,1,4,2,4,4,4,4,4,4,4,4,5,4,1,4,2,5,2,2,5,2,4,1,5,1,3,1,1,1,4,2,4,4,4,3,4,2,5,2,4,4
18,1,3,3,2,4,4,2,5,1,2,4,4,3,5,4,4,4,5,1,5,4,5,3,4,1,5,2,5,1,5,5,3,2,4,3,4,3,5,1,5,2,3,4,1,4,1,4,1,2,2,2,5
14,1,1,1,2,4,2,1,2,2,5,2,5,5,5,5,5,4,4,2,2,5,1,1,3,4,1,4,2,4,4,3,4,4,4,4,1,1,5,3,2,1,3,3,4,1,4,3,5,5,3,3,2
36,2,1,2,4,5,3,4,1,4,4,2,3,2,4,3,5,1,1,1,1,1,1,1,5,1,5,1,2,1,4,4,4,4,1,4,1,5,1,4,1,4,4,3,1,1,1,3,1,5,4,4,3
55,2,1,3,1,4,1,5,1,5,1,5,1,3,3,3,4,2,3,2,1,3,1,1,5,2,5,1,5,1,4,4,4,4,4,3,2,5,1,4,1,4,4,5,2,4,1,4,2,4,4,4,4
21,2,1,4,2,4,2,4,1,4,3,5,2,2,4,4,3,2,2,4,4,2,3,3,5,2,3,2,3,2,4,3,4,4,2,5,2,4,1,4,2,4,4,3,1,4,1,5,2,5,3,5,4
21,2,1,1,5,1,5,1,5,1,5,1,5,3,1,5,4,3,4,1,1,2,4,3,2,1,3,3,3,4,3,3,2,4,1,5,3,4,2,4,3,4,3,2,2,4,1,2,3,3,1,4,2
22,2,1,4,5,3,4,3,5,2,5,1,5,5,3,5,3,4,5,3,4,4,3,1,4,1,5,1,5,2,3,5,4,3,4,4,3,3,4,5,3,4,4,4,3,3,3,2,4,3,2,5,3
46,1,2,4,1,5,1,5,1,5,2,5,1,1,5,2,5,1,1,1,1,1,1,3,4,4,1,3,1,3,2,2,2,5,1,4,1,5,1,5,1,5,5,5,1,5,1,5,1,5,4,5,5
20,2,1,5,2,5,3,5,1,3,1,5,5,3,5,4,5,4,4,5,5,5,5,5,4,1,5,1,5,2,5,5,5,5,3,3,4,5,2,5,5,2,5,5,1,5,3,4,1,5,5,5,3
32,2,2,1,1,5,1,5,1,5,5,1,5,1,5,5,1,1,1,1,5,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,1,1,1,1,1,5,1,1,5,1,5,1,5,1,5,5
15,2,1,1,3,2,3,2,2,1,4,2,4,4,2,4,3,5,5,3,3,5,4,2,3,2,4,2,5,2,5,5,3,3,3,4,3,1,2,3,5,4,4,4,1,3,2,4,2,4,3,5,3
40,2,0,1,4,4,4,4,4,2,4,2,5,4,2,5,2,2,3,3,2,3,4,1,5,1,5,1,4,1,5,4,4,3,2,5,2,3,3,4,2,4,2,3,2,4,1,3,2,4,1,5,4
23,2,1,3,4,3,4,4,3,1,2,5,5,5,2,5,4,5,4,5,4,5,3,5,4,1,5,2,5,1,5,5,3,3,4,4,1,2,1,5,1,5,3,4,4,4,2,4,2,3,3,5,4
24,2,1,3,4,5,3,5,2,2,4,2,3,4,4,4,2,1,1,4,3,4,4,1,5,1,5,1,3,1,3,4,5,2,4,4,3,5,2,4,1,5,4,4,1,5,1,3,1,4,3,5,2
30,2,1,4,1,4,3,4,1,4,3,4,4,3,3,4,2,2,2,3,2,2,2,1,5,2,4,2,4,2,5,5,5,4,3,5,3,3,3,4,2,4,4,4,2,4,2,4,3,4,4,3,5
32,2,1,3,3,3,3,4,3,3,2,5,3,2,4,3,2,4,3,4,3,3,3,3,4,3,4,3,2,3,3,4,2,2,1,3,2,2,1,4,4,2,3,4,1,4,1,5,2,5,5,5,3
29,2,1,4,2,4,3,4,2,4,3,3,4,3,3,4,3,3,4,4,3,3,4,2,5,1,5,1,5,2,3,5,4,3,3,4,3,3,1,5,3,4,5,3,5,5,2,3,1,4,3,5,4
31,1,2,1,4,2,5,2,5,2,5,1,5,5,4,4,1,3,4,3,3,5,4,2,4,1,5,4,5,4,4,4,3,3,1,2,3,1,1,4,3,2,4,4,3,5,3,3,2,2,4,5,3
25,2,2,3,2,4,2,4,2,4,3,2,3,4,3,4,4,2,3,2,2,3,2,3,4,1,4,2,4,4,4,3,2,4,2,3,2,4,2,4,2,4,3,3,4,2,4,3,3,2,3,2,2
27,2,1,5,1,5,3,3,1,5,3,5,3,5,1,5,1,5,5,5,5,5,5,5,3,3,5,1,5,1,2,5,5,3,1,5,5,4,1,5,3,3,3,1,4,5,5,2,1,3,1,5,2
22,2,1,1,2,1,3,1,1,1,4,1,5,3,1,5,1,2,2,3,3,4,4,2,3,4,4,3,2,4,4,3,3,4,2,5,1,2,3,5,1,5,4,4,3,2,3,5,4,4,4,5,4
18,2,1,2,3,5,3,5,2,4,4,4,4,3,4,3,3,3,4,1,3,1,3,1,5,1,4,1,5,1,4,5,4,5,3,5,1,5,2,5,3,5,4,3,3,3,1,3,1,5,1,4,4
18,2,1,1,1,5,5,2,3,1,5,5,5,1,3,5,1,1,1,2,2,1,1,1,4,1,5,5,5,1,5,5,3,4,1,3,1,5,1,5,1,5,5,1,5,3,1,4,3,5,1,5,3
18,2,1,1,3,3,4,4,5,1,5,1,5,5,3,5,3,3,4,5,5,4,3,2,4,1,5,4,3,4,5,4,5,4,1,5,1,2,1,5,2,5,5,4,2,4,2,5,1,5,5,5,5
17,1,1,2,3,3,3,4,3,2,5,2,4,3,3,4,2,3,4,4,4,5,3,1,4,4,5,1,4,1,5,5,5,4,4,4,3,3,2,4,2,4,3,3,2,4,2,2,2,4,2,3,2
21,2,1,4,2,4,2,4,2,3,2,5,3,3,4,4,4,2,5,5,5,5,4,2,4,4,4,3,3,3,3,4,4,2,3,4,3,2,3,3,3,3,4,4,2,3,3,3,3,4,4,4,4
15,2,1,1,5,4,5,2,5,3,5,1,5,3,4,2,2,3,2,2,1,1,2,1,5,1,5,2,5,2,5,5,3,4,2,5,2,4,1,5,2,4,4,5,2,4,3,4,1,5,5,5,4
17,2,1,2,4,3,4,4,3,4,4,2,3,4,4,4,2,2,3,3,2,2,3,2,4,2,3,3,3,3,4,3,3,2,2,3,2,2,4,3,4,4,3,3,3,2,3,3,4,4,2,2,2
16,2,1,3,3,1,4,1,4,2,5,3,5,5,2,5,1,5,5,5,5,5,5,3,3,2,4,2,3,3,5,4,3,1,4,3,5,2,4,3,2,2,3,4,3,5,2,4,1,3,5,5,5
30,1,1,2,1,3,2,4,1,2,2,2,3,4,2,5,1,5,5,4,5,4,5,2,2,4,3,3,3,3,3,1,4,3,4,5,4,1,4,3,4,2,4,5,1,5,1,5,2,5,5,3,5
23,2,2,3,2,4,2,3,2,2,4,2,4,3,3,3,5,1,1,1,1,3,1,1,5,2,5,1,5,1,4,4,3,4,4,4,2,2,2,5,1,4,5,2,4,2,3,4,5,1,1,4,2
20,2,2,2,2,4,3,5,1,3,2,5,3,2,2,4,1,4,2,3,2,2,3,2,4,2,4,2,3,2,4,3,4,4,3,5,2,2,2,5,5,2,5,5,2,5,3,4,1,5,4,5,2
41,1,1,2,2,4,2,4,1,5,3,3,3,5,2,5,2,4,3,5,4,2,5,1,4,1,5,2,5,1,5,4,3,1,5,2,4,1,5,2,4,2,1,4,3,3,2,3,2,4,4,5,4
31,1,1,3,5,2,4,1,5,1,3,3,5,3,4,2,5,4,4,3,2,4,1,4,2,2,4,4,4,4,2,3,3,4,2,5,4,3,2,4,2,1,4,4,1,3,2,4,3,2,4,3,4
34,2,1,1,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,1,4,2,4,3,3,4,4,3,5,3,1,4,1,2,3,3,4,4,4,4,4,3,4,3,4,3,3
30,2,2,5,1,5,3,4,1,4,1,5,2,2,4,2,2,1,2,3,2,2,2,2,5,2,4,2,4,1,4,5,5,3,4,4,3,1,4,3,3,3,3,5,2,5,1,5,1,5,5,4,5
19,2,1,4,1,5,2,5,1,5,3,4,2,2,4,3,4,2,2,1,1,1,1,1,5,1,5,3,5,1,5,5,5,4,1,5,1,5,1,3,1,4,5,4,2,3,3,4,1,5,4,5,4
23,1,1,1,5,5,1,1,2,1,1,5,5,1,5,5,5,1,1,3,1,1,5,1,5,1,5,1,5,1,5,5,5,3,2,5,1,5,5,1,1,3,2,1,5,2,1,3,3,4,1,2,4
54,1,1,5,2,5,1,5,1,5,1,4,2,3,2,4,2,5,3,3,3,3,3,1,4,1,4,2,5,1,2,3,5,5,1,5,1,2,1,5,1,3,5,5,1,5,1,5,1,5,5,5,5
18,2,1,3,1,5,2,4,2,5,3,4,2,2,4,3,4,3,3,2,1,2,2,1,5,2,5,1,4,1,4,4,3,4,4,3,4,2,4,3,3,3,4,3,3,3,3,4,3,3,3,4,3
20,2,1,1,2,4,3,4,2,3,3,3,4,3,3,4,2,3,2,2,2,4,2,1,5,2,5,2,3,1,4,5,3,4,1,5,1,3,1,5,2,5,4,4,2,3,2,4,3,4,3,4,4
43,2,2,3,4,3,4,2,2,3,5,1,4,4,3,3,3,4,3,3,3,3,3,1,3,1,5,3,5,2,5,5,5,3,1,5,1,5,1,4,1,4,5,5,2,5,5,4,1,5,5,5,4
27,2,1,3,2,4,2,4,2,5,2,4,2,2,5,2,4,2,2,2,2,2,2,2,5,2,4,2,3,2,4,3,3,4,3,2,2,3,2,4,2,3,3,3,2,4,3,3,2,3,4,3,3
23,2,1,4,3,2,1,4,1,5,3,5,5,3,2,4,3,2,3,2,1,3,2,1,3,1,5,2,5,1,5,5,5,4,4,3,3,2,5,4,3,5,3,2,3,4,3,4,1,5,3,5,4
38,2,1,2,4,3,3,3,4,1,3,4,4,3,2,5,2,3,3,3,3,3,2,2,4,3,3,2,2,2,3,3,2,4,1,4,3,2,1,4,3,4,3,4,3,4,2,4,3,4,3,4,4
23,2,1,5,5,5,4,2,4,3,4,2,5,4,4,4,1,2,4,1,3,4,1,5,4,1,1,1,5,2,4,5,4,2,4,3,1,3,4,5,5,3,4,3,5,1,5,4,4,3,2,3,3
14,1,1,4,4,4,3,2,3,4,3,4,3,2,5,2,4,1,1,1,1,1,1,1,4,1,5,1,4,2,4,4,4,4,5,4,2,2,3,2,4,2,4,5,1,4,1,4,2,5,4,2,5
17,2,1,1,5,1,5,5,1,5,1,5,5,5,1,5,5,1,5,5,5,5,5,1,5,5,5,1,1,1,1,5,3,1,5,3,5,5,5,1,5,5,5,1,1,5,1,5,1,5,1,5,5
22,2,1,3,1,4,5,4,1,3,5,2,3,3,3,4,2,3,4,3,4,4,3,5,5,3,4,3,5,2,5,3,4,3,3,2,2,2,3,3,2,3,3,4,3,4,4,4,1,4,2,2,3
24,1,1,2,4,4,4,2,2,1,5,2,5,4,3,4,2,3,3,3,2,2,3,1,5,1,5,1,4,2,4,5,4,4,3,3,2,2,2,4,3,3,2,4,1,4,1,4,1,3,2,5,4
21,1,1,3,3,4,3,3,3,3,3,4,3,2,5,4,4,2,2,4,4,2,1,1,5,2,3,3,4,2,3,4,4,3,1,4,2,2,3,3,3,3,3,5,1,3,1,5,1,5,5,5,5
48,2,1,4,2,4,2,5,2,4,3,4,4,5,2,4,4,1,3,4,3,4,3,4,4,3,4,2,5,1,4,5,4,3,3,3,2,1,2,4,3,4,4,3,3,4,2,3,2,3,2,4,4
23,2,1,3,2,3,3,4,2,4,2,4,3,4,2,4,2,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,3,2,4,3,3,3,3,3,2,4,4,2,4,2,3,1,4,4,4,4
18,2,1,5,3,4,3,4,3,4,3,3,2,4,4,4,2,3,3,3,1,3,2,3,4,2,4,2,4,3,5,4,4,2,3,3,4,1,4,2,2,2,3,4,2,2,2,4,3,5,3,4,4
18,2,1,4,1,4,2,4,1,2,3,5,4,4,3,5,3,1,2,2,2,2,1,1,5,2,5,1,5,1,5,5,5,2,4,4,5,2,5,1,3,2,4,4,1,5,2,5,1,5,3,4,5
54,2,1,1,2,5,4,1,2,1,4,5,5,5,2,4,1,5,5,4,4,4,5,1,4,1,5,1,5,1,1,5,2,4,5,2,3,1,5,1,4,1,4,4,1,1,1,3,5,4,5,2,2
19,2,1,3,2,3,3,3,3,3,3,4,3,3,3,4,4,3,2,3,2,2,2,1,3,2,4,2,4,2,4,3,3,4,1,4,2,5,3,5,1,4,4,4,2,4,2,4,1,4,4,4,4
24,2,1,4,2,5,2,5,1,4,3,5,2,2,2,4,5,2,1,2,1,1,1,2,4,3,4,1,3,1,5,5,5,3,4,4,3,3,2,3,1,4,4,4,1,4,1,5,1,5,4,4,4
30,2,1,2,3,3,5,1,4,1,4,1,4,4,3,4,2,4,3,3,3,4,3,2,5,3,3,3,4,2,3,4,3,2,2,4,3,3,2,3,3,4,4,4,3,4,2,3,3,4,3,3,2
36,1,1,2,3,2,4,1,2,1,4,2,5,5,4,4,4,5,5,3,3,4,4,5,4,1,5,2,5,1,3,5,5,2,5,3,2,3,3,4,3,3,4,2,2,5,2,4,1,5,2,3,3
39,1,1,1,5,1,5,1,5,1,5,1,5,5,1,4,1,5,5,5,5,5,5,1,4,2,5,1,5,2,5,5,3,1,5,4,5,1,5,2,1,1,1,5,1,3,1,1,3,5,5,5,5
49,2,1,2,5,4,4,3,3,2,4,2,4,3,4,4,3,2,2,3,2,2,2,2,4,1,4,2,4,2,4,4,4,4,3,5,2,2,2,4,2,4,4,3,4,3,3,3,3,4,3,3,3
24,2,0,1,1,1,4,3,2,1,4,1,4,4,1,4,2,1,3,4,2,2,4,5,3,4,3,4,5,4,2,1,3,5,5,5,4,1,5,1,4,3,4,5,1,5,1,4,1,5,5,5,5
30,2,1,4,1,5,2,5,2,5,2,5,3,4,3,5,3,4,4,4,3,3,4,1,5,4,5,2,4,1,4,5,4,3,4,4,3,3,5,2,1,3,3,5,1,4,2,4,2,4,4,5,4
36,1,1,3,4,5,3,5,3,5,4,5,3,2,4,2,2,4,2,3,3,4,3,3,4,1,3,3,2,3,3,3,3,4,4,5,3,2,3,3,3,3,3,5,1,5,1,5,1,5,5,4,5
33,2,1,3,1,3,3,4,1,4,2,2,4,5,3,5,1,5,5,5,5,5,5,1,4,4,5,1,4,1,3,3,3,1,4,5,4,1,3,5,5,4,3,5,3,5,1,3,1,4,5,4,5
23,1,1,2,5,4,4,5,4,4,1,2,5,4,4,4,2,5,4,5,5,4,1,5,5,1,5,1,5,1,5,5,5,4,1,5,2,5,5,5,1,5,1,4,4,4,2,4,1,4,4,4,4
16,2,1,3,4,4,5,4,4,3,5,1,5,5,4,5,3,2,4,1,1,3,3,3,5,1,5,1,5,1,5,5,5,2,4,5,1,3,5,2,1,3,5,5,1,5,5,5,1,4,5,5,5
16,2,1,3,3,2,4,4,3,5,4,5,5,5,4,4,3,5,1,5,4,5,4,4,2,5,2,5,3,5,3,3,5,2,4,4,3,1,3,5,3,1,3,3,5,4,3,5,4,5,2,5,3
